doc.id,text,date,section.name,news.desk,material
166,‘American Comeback’ as a Presidency’s Defense,2/5/2020,U.S.,Washington,News
167,Emboldened Trump Makes 2020 Case,2/5/2020,U.S.,Washington,News
168,NA,2/5/2020,U.S.,Washington,News
169,NA,2/5/2020,U.S.,Washington,News
170,NA,2/6/2020,Magazine,Magazine,News
171,‘Homeland’ Gives  The Long War A Long Goodbye,2/6/2020,Arts,Weekend,Review
172,Learning,2/6/2020, we follow as these climbers strive to reach their goal despite the possible risk of losing fingers,Why do some people risk their lives to achieve a goal?,Film Club: ‘Climbing the Shark’s Fin’
173,And the Oscar Goes to . . .,2/6/2020,Movies,Weekend,News
174,NA,2/7/2020,U.S.,U.S.,Interactive Feature
175,NA,2/7/2020,Magazine,Magazine,News
176,Top Official For Taliban Flees Prison In Pakistan,2/7/2020,World,Foreign,News
177,NA,2/7/2020,U.S.,Politics,Interactive Feature
178,NA,2/7/2020,U.S.,U.S.,Interactive Feature
179,NA,2/7/2020,U.S.,U.S.,Interactive Feature
180,NA,2/7/2020,U.S.,U.S.,Interactive Feature
181,NA,2/7/2020,U.S.,U.S.,Interactive Feature
182,NA,2/7/2020,U.S.,U.S.,Interactive Feature
183,NA,2/7/2020,U.S.,U.S.,Interactive Feature
184,NA,2/7/2020,U.S.,U.S.,Interactive Feature
185,NA,2/7/2020,U.S.,U.S.,Interactive Feature
186,NA,2/7/2020,U.S.,U.S.,Interactive Feature
187,NA,2/7/2020,U.S.,U.S.,Interactive Feature
188,"On an Island of Migrants and Locals, an Uneasy Coexistence",2/7/2020,World,Foreign,News
189,NA,2/7/2020,U.S.,U.S.,Interactive Feature
190,NA,2/7/2020,U.S.,U.S.,Interactive Feature
191,NA,2/7/2020,U.S.,U.S.,Interactive Feature
192,NA,2/7/2020,U.S.,U.S.,Interactive Feature
193,NA,2/7/2020,U.S.,U.S.,Interactive Feature
194,Britain Names New Ambassador to U.S. at Delicate Time in Relations,2/7/2020,World,Foreign,News
195,NA,2/7/2020,U.S.,U.S.,Interactive Feature
196,NA,2/7/2020,U.S.,U.S.,Interactive Feature
197,NA,2/7/2020,U.S.,U.S.,Interactive Feature
198,NA,2/7/2020,U.S.,U.S.,Interactive Feature
199,NA,2/7/2020,U.S.,U.S.,Interactive Feature
200,Shootout Kills U.S. Soldiers And Afghans,2/8/2020,World,Foreign,News
201,Afghan Police Fight Bombers. Crooks? That’s Another Story.,2/8/2020,World,Foreign,News
202,"Tops in Iowa, Under Attack At Every Turn",2/8/2020,U.S.,Politics,News
203,"The Forgotten Americans, Now Under Trump",2/8/2020,Opinion,OpEd,Op-Ed
204,NA,2/8/2020,Opinion,Opinion,Interactive Feature
205,What’s On Sunday,2/9/2020,Arts,Culture,News
206,Pentagon Now Says Over 100 Soldiers Have Brain Injuries From Iran Missiles,2/10/2020,World,Express,News
207,NA,2/10/2020,Movies,Culture,News
208,Killing of Terrorist Leader in Yemen Is Latest Blow to Wily Qaeda Affiliate,2/10/2020,U.S.,Washington,News
209,"Trump Gives Conditional Green Light to Peace Deal With the Taliban, Officials Say",2/11/2020,World,Foreign,News
210,The White Supremacist Threat Is Real,2/11/2020,Opinion,OpEd,Op-Ed
211,NA,2/11/2020,U.S.,Washington,News
212,"After Slim Loss in 2016, G.O.P. Considers New Hampshire in Play",2/11/2020,U.S.,Politics,News
213,NA,2/12/2020,Opinion,OpEd,Op-Ed
214,NA,2/12/2020,T Magazine,TStyle,News
215,A Cuisine Without a Country,2/12/2020,T Magazine,TStyle,News
216,How Would American-Taliban Peace Deal Actually Work?,2/13/2020,World,Foreign,News
217,U.S. Lags Behind China in ‘Great Game’ of Central Asia Influence,2/13/2020,World,Washington,News Analysis
218,Searching for the Perfect Trump Antidote,2/13/2020,Opinion,OpEd,Op-Ed
219,"For 9 Months, a U.S.-Iran Duel of Misjudgments ",2/13/2020,U.S.,Washington,News
220,Seas at the Front Door,2/13/2020,Climate,Foreign,Interactive Feature
221,Taliban Vows To Join U.S. In Reduction  Of Violence,2/14/2020,World,Foreign,News
222,"Military Fights Brain Injuries, But Lacks Test",2/15/2020,U.S.,National,News
223,Democracy Scholar Gets Virtual Laboratory for His Ideas in 2020 Race,2/15/2020,U.S.,Politics,News
224,Pompeo Says ‘West Is Winning.’ Allies Beg to Differ.,2/15/2020,World,Washington,News
225,My Friend Lives Inside the War on Terror. Listen to Him.,2/16/2020,Opinion,Editorial,Op-Ed
226,"For Veterans on the Street, Los Angeles Offers Shelter",2/16/2020,U.S.,Washington,News
227,"A ‘Good War,’  Deteriorating  After 18 Years",2/17/2020,World,Foreign,News
228,State Senators In Virginia  Reject a Ban On Some Rifles,2/17/2020,U.S.,National,News
229,"Afghan Incumbent Is Named Vote Victor, 5 Months Later",2/18/2020,World,Foreign,News
230,NA,2/18/2020,Magazine,Magazine,News
231, Is the Afghan War About to End?,2/18/2020,Opinion,OpEd,Op-Ed
232,NA,2/18/2020,Briefing,NYTNow,briefing
233,Youthquake,2/18/2020,Books,BookReview,Review
234,"Frank Anderson, Former Spy Who Supplied Afghan Insurgents, Is Dead at 78",2/19/2020,U.S.,Obits,Obituary (Obit)
235,Times Wins 3 Polk Awards And a Special ‘1619’ Honor,2/19/2020,Business Day,Business,News
236,Top Defense Official Latest to Be Ousted After Ukraine Dispute,2/19/2020,U.S.,Washington,News
237,NA,2/19/2020,Opinion,OpEd,Op-Ed
238,NA,2/19/2020,Briefing,NYTNow,briefing
239,NA,2/19/2020,Briefing,NYTNow,briefing
240,"What We, the Taliban, Want",2/20/2020,Opinion,OpEd,Op-Ed
241,NA,2/20/2020,The Learning Network,Learning,News
242,NA,2/20/2020,Briefing,NYTNow,briefing
243,Afghanistan Countdown Begins on Plan to End America’s Longest War,2/21/2020,World,Foreign,News
244,NA,2/21/2020,Briefing,NYTNow,briefing
245,NA,2/21/2020,Magazine,Magazine,News
246,"Antiterrorism Task Force Keeps Iran on Blacklist, Extending International Sanctions",2/21/2020,World,Foreign,News
247,NA,2/21/2020,Briefing,Briefing,Interactive Feature
248,Biden Adds a ’70s Arrest In Soweto to His Résumé,2/21/2020,U.S.,Politics,News
249,"In Germany’s ‘Politics of Hate,’ Even the Politicians Aren’t Safe",2/21/2020,World,Foreign,News
250,NA,2/21/2020,World,Foreign,News
251,NA,2/23/2020,World,Foreign,News
252,‘Recipe for a Massive Viral Outbreak’: Iran Emerges as a Worldwide Threat,2/24/2020,World,Foreign,News
253,NA,2/24/2020,World,Foreign,News
254,"Spreading Across Continents, a Lethal Virus Tests a Fraying Global Order",2/24/2020,World,Foreign,News
255,"Spreading Across Continents, a Lethal Virus Tests a Fraying Global Order",2/24/2020,World,Foreign,News
256,NA,2/24/2020,Opinion,Opinion,NA
257,First Woman Is Set to Pass Training to Join Green Berets,2/25/2020,U.S.,Washington,News
258,NA,2/25/2020,World,Foreign,News
259,NA,2/26/2020,Magazine,Magazine,News
260,"At C.I.A. Black Sites, Some Interrogators Practiced on Prisoners",2/26/2020,U.S.,Washington,News
261,NA,2/26/2020,Opinion,OpEd,Op-Ed
262,NA,2/26/2020,Briefing,NYTNow,briefing
263,The Taliban Terrorist,2/26/2020,Opinion,Letters,Letter
264,Afghan Police Face a Strange New Reality: Peace,2/27/2020,World,Foreign,News
265,Imagining Peace in Afghanistan,2/27/2020,Briefing,NYTNow,briefing
266,The Taliban Will Never Agree to Real Peace,2/27/2020,Opinion,OpEd,Op-Ed
267,Vice President of Iran and Highest-Ranking Woman in Government Falls Ill,2/27/2020,World,Foreign,News
268,NA,2/27/2020,Briefing,NYTNow,briefing
269,NA,2/27/2020,U.S.,Express,News
270,"U.K. Court Blocks Heathrow Airport Expansion, Citing Climate Commitments ",2/27/2020,World,Foreign,News
271,NA,2/27/2020,Briefing,NYTNow,briefing
272,NA,2/27/2020,Briefing,NYTNow,briefing
273,NA,2/27/2020,World,Foreign,News
274,NA,2/28/2020,Briefing,NYTNow,briefing
275,NA,2/28/2020,Opinion,OpEd,Op-Ed
276,NA,2/28/2020,Briefing,NYTNow,briefing
277,NA,2/28/2020,Magazine,Magazine,News
278,"Turkey, Pressing for Help,  Threatens to Open Borders",2/28/2020,World,Foreign,News
279,Two Weeks With Afghan Prisoners,2/29/2020,World,Summary,News
280,U.S. and Taliban Sign Withdrawal Accord,2/29/2020,World,Foreign,News
281,"Will Truce Lead to Lasting Peace? For Trump, It May Not Matter",2/29/2020,World,Washington,News Analysis
282,NA,2/29/2020,World,Foreign,News
283,Table Is Set For a Pullout And Talks,2/29/2020,World,Foreign,News
284,A War Without Winners Winds Down,2/29/2020,Opinion,Editorial,Editorial
285,A Mission Shift for Afghanistan,3/1/2020,World,Washington,News
286,Why Afghanistan Became an Invisible War,3/1/2020,World,Foreign,Interactive Feature
287,First Stumble on Road To Peace Deal: Release Of Taliban Prisoners,3/1/2020,World,Washington,News
288,NA,3/1/2020,U.S.,National,News
289,NA,3/1/2020,Briefing,NYTNow,briefing
290,"Lauren Hard,  Ronald Hernandez",3/1/2020,Fashion & Style,Society,News
291,NA,3/1/2020,Briefing,NYTNow,briefing
292,U.S. Troop Reduction Begins in Afghanistan,3/2/2020,World,Washington,News
293,"At the Center of the Taliban Deal, a U.S. Envoy Who Made It Personal",3/2/2020,World,Foreign,News
294,NA,3/2/2020,Briefing,NYTNow,briefing
295,NA,3/2/2020,Briefing,NYTNow,briefing
296,NA,3/2/2020,Briefing,NYTNow,briefing
297,NA,3/3/2020,The Learning Network,The Learning Network,Interactive Feature
298,NA,3/3/2020,The Learning Network,Learning,News
299,"Pursuing Exit, Trump Talks  To a Leader Of the Taliban",3/3/2020,World,Washington,News
300,NA,3/3/2020,Briefing,NYTNow,briefing
301,NA,3/3/2020,Arts,Arts&Leisure,News
302,NA,3/4/2020,Opinion,OpEd,Op-Ed
303,Attacks on Afghans by Taliban Rise After Signing of Peace Deal,3/4/2020,World,Foreign,News
304,NA,3/4/2020,Briefing,NYTNow,briefing
305,E.U. Tries to Tread Line In Greek-Turkish Clash On Admitting Migrants,3/4/2020,World,Foreign,News
306,NA,3/5/2020,Magazine,Magazine,News
307,"After Afghanistan Tours,  U.S. Veterans Appraise  Peace Deal With Taliban",3/5/2020,Magazine,Magazine,News
308,"International Court Allows Afghanistan War Crimes Case to Proceed, Angering U.S.",3/5/2020,World,Foreign,News
309,"U.S.-Taliban Deal May Give Pakistan a Weak, Pliable Neighbor",3/5/2020,World,Washington,News
310,NA,3/5/2020,The Learning Network,Learning,News
311,"Javier Pérez de Cuéllar, U.N. Chief  Behind Vital Peace Pacts, Dies at 100",3/5/2020,World,Obits,Obituary (Obit)
312,NA,3/5/2020,Briefing,NYTNow,briefing
313,NA,3/5/2020,Briefing,NYTNow,briefing
314,NA,3/5/2020,Briefing,NYTNow,briefing
315,India’s Treatment of Muslims Threatens Its Global Ambitions,3/5/2020,World,Foreign,News
316,Democrats Are Not The Party of A.O.C.,3/5/2020,Sunday Review,OpEd,Op-Ed
317,Virus Adds To Backlash To a World Intertwined,3/5/2020,Business Day,Business,News Analysis
318,Snipers Kill 32 Civilians at Kabul Event Attended by Opposition Leader,3/6/2020,World,Foreign,News
319,NA,3/6/2020,Podcasts,Podcasts,News
320,NA,3/6/2020,Briefing,NYTNow,briefing
321,NA,3/6/2020,Briefing,Briefing,Interactive Feature
322,"After Contention, Robert Lepage Returns to Safer Ground",3/6/2020,Theater,Culture,News
323,NA,3/6/2020,Opinion,OpEd,Op-Ed
324,NA,3/6/2020,Briefing,NYTNow,briefing
325,When Work Is Like a Spy Novel,3/6/2020,Reader Center,Summary,News
326,The Quest for 30-Year-Old Tape,3/6/2020,Podcasts,Podcasts,News
327,"In Greek Shift, Vigilante Teams Target Migrants",3/7/2020,World,Foreign,News
328,"In Greek Shift, Vigilante Teams Target Migrants",3/7/2020,World,Foreign,News
329,Ex-Spies Recruited in Push To Attack Liberal Groups,3/7/2020,U.S.,Washington,News
330,U.S. Lawmakers Balk Over Secret Benchmarks Within Taliban Peace Accord,3/8/2020,World,Washington,News
331,Judge Orders Panel Review  Of Detainee Abused by U.S.,3/8/2020,U.S.,Washington,News
332,"Ghani Takes the Oath of Afghan President. His Chief Rival Does, Too.",3/9/2020,World,Foreign,News
333,NA,3/9/2020,Briefing,NYTNow,briefing
334,Weaving Along the Silk Road,3/9/2020,Travel,Travel,News
335,NA,3/9/2020,Briefing,NYTNow,briefing
336,NA,3/9/2020,Briefing,NYTNow,briefing
337,"In a Reversal, Afghanistan’s Leader Agrees to a Phased Release of Taliban Fighters",3/10/2020,World,Foreign,News
338,Mr. Trump’s Taliban Deal Is Too Secretive ,3/10/2020,Opinion,Editorial,Editorial
339,NA,3/10/2020,Briefing,NYTNow,briefing
340,NA,3/10/2020,Briefing,NYTNow,briefing
341,NA,3/10/2020,Briefing,NYTNow,briefing
342,House Votes to Claw Back Power to Use Force on Iran,3/11/2020,U.S.,Washington,News
343,NA,3/11/2020,Briefing,NYTNow,briefing
344,NA,3/12/2020,World,Washington,News
345,A Scramble to Slow the Spread of Infection,3/12/2020,World,Foreign,Interactive Feature
346,NA,3/12/2020,T Magazine,TStyle,News
347,White House Pushes for Return of Americans Being Held Hostage Overseas,3/13/2020,U.S.,Washington,News
348,NA,3/13/2020,Magazine,Magazine,News
349,Five Weeknight Dishes,3/13/2020,Food,Dining,News
350,E.U. Offering Migrants Cash to Leave Greece,3/13/2020,World,Foreign,News
351,Promotion Delayed for Colonel Involved in Niger Ambush,3/14/2020,World,Washington,News
352,NA,3/14/2020,World,Foreign,News
353,"Pakistan Builds Border Fence, Limiting Militants and Families Alike",3/15/2020,World,Foreign,News
354,NA,3/16/2020,World,Foreign,News
355,NA,3/16/2020,Briefing,NYTNow,briefing
356,NA,3/16/2020,Briefing,NYTNow,briefing
357,Hunter Given  Prison Term  Of 11 Months In Fraud Case,3/17/2020,U.S.,Express,News
358,Plan Would Inject $1 Trillion Into Economy  ,3/17/2020,U.S.,Washington,News
359,NA,3/18/2020,World,Washington,News
360,NA,3/18/2020,World,Foreign,News
361,NA,3/18/2020,Briefing,NYTNow,briefing
362,Unearthing Women’s Stories in the Face of a Grim Future,3/19/2020,World,Foreign,News
363,The Terrorist Who Got Away,3/19/2020,Magazine,Magazine,News
364,Add It In; Take It Away,3/19/2020,T Magazine,TStyle,News
365,U.S. Strengthens Its Warning on Travel,3/19/2020,U.S.,Washington,News
366,Americans Held in Iran And Lebanon Are Freed,3/19/2020,U.S.,Washington,News
367,NA,3/19/2020,Briefing,NYTNow,briefing
368,NA,3/19/2020,World,Foreign,News
369,Taliban Hit Kills 24 Afghans At Police and Army Outpost,3/20/2020,World,Foreign,News
370,U.S. Troops’ Afghan Exit Ties Embassy’s Fate to a Fragile Peace Process,3/22/2020,U.S.,Washington,News
371,NA,3/22/2020,World,Foreign,News
372,Pompeo Cuts $1 Billion in Afghan Aid as Bid for Unity Is Rebuffed,3/23/2020,World,Foreign,News
373,NA,3/23/2020,Briefing,NYTNow,briefing
374,NA,3/23/2020,Briefing,NYTNow,briefing
375,U.S. Aid Cut May Shove Afghanistan Closer to the Brink,3/24/2020,World,Foreign,News
376,NA,3/24/2020,Briefing,NYTNow,briefing
377,NA,3/24/2020,Briefing,NYTNow,briefing
378,NA,3/25/2020,World,Foreign,News
379,"Ex-F.B.I. Agent Who Vanished in Iran Is Probably Dead, U.S. Says",3/25/2020,U.S.,Washington,News
380,NA,3/25/2020,Briefing,NYTNow,briefing
381,NA,3/25/2020,U.S.,Washington,News
